Site;parnr;Lupin.NoLupin;Species;Occ
Larsbo;2;Lupin;Ranunculus acris subsp. acris;1
Larsbo;2;Lupin;Scorzoneroides autumnalis;1
Larsbo;2;Lupin;Taraxacum;3
Larsbo;2;Lupin;Trifolium hybridum;10
Larsbo;2;Lupin;Trifolium medium;2
Larsbo;2;Lupin;Tripleurospermum inodorum;1
Larsbo;2;Lupin;Veronica arvensis;1
Larsbo;2;Lupin;Veronica chamaedrys;2
Larsbo;2;Lupin;Vicia cracca;6
Larsbo;2;NoLupin;Achillea millefolium;4
Larsbo;2;NoLupin;Arenaria serpyllifolia;2
Larsbo;2;NoLupin;Campanula persicifolia;4
Larsbo;2;NoLupin;Cerastium fontanum;4
Larsbo;2;NoLupin;Cirsium arvense;16
Larsbo;2;NoLupin;Epilobium ciliatum;1
Larsbo;2;NoLupin;Gallium mollugo;2
Larsbo;2;NoLupin;Geranium pyrenaicum;1
Larsbo;2;NoLupin;Hypericum maculatum;1
Larsbo;2;NoLupin;Knautia arvensis;2
Larsbo;2;NoLupin;Lapsana communis;1
Larsbo;2;NoLupin;Lathyrus pratensis;9
Larsbo;2;NoLupin;Leucanthemum vulgare;8
Larsbo;2;NoLupin;Lotus corniculatus;4
Larsbo;2;NoLupin;Lupinus polyphyllus;5
Larsbo;2;NoLupin;Medicago lupulina;4
Larsbo;2;NoLupin;Myosotis arvensis;2
Larsbo;2;NoLupin;Potentilla reptans;2
Larsbo;2;NoLupin;Ranunculus acris subsp. acris;1
Larsbo;2;NoLupin;Rumex crispus;1
Larsbo;2;NoLupin;Taraxacum;9
Larsbo;2;NoLupin;Trifolium hybridum;4
Larsbo;2;NoLupin;Tripleurospermum inodorum;1
Larsbo;2;NoLupin;Tussilago farfara;6
Larsbo;2;NoLupin;Veronica arvensis;5
Larsbo;2;NoLupin;Vicia cracca;3
Lilla harnevi;1;Lupin;Achillea millefolium;2
Lilla harnevi;1;Lupin;Artemisia vulgaris;1
Lilla harnevi;1;Lupin;Cirsium arvense;3
Lilla harnevi;1;Lupin;Gallium mollugo;4
Lilla harnevi;1;Lupin;Lamium album;1
Lilla harnevi;1;Lupin;Lupinus polyphyllus;16
Lilla harnevi;1;Lupin;Myosotis scorpioides;6
Lilla harnevi;1;Lupin;Potentilla reptans;16
Lilla harnevi;1;Lupin;Ranunculus acris subsp. acris;6
Lilla harnevi;1;Lupin;Succisa pratensis;2
Lilla harnevi;1;Lupin;Tripleurospermum inodorum;1
Lilla harnevi;1;Lupin;Vicia cracca;1
Lilla harnevi;1;NoLupin;Achillea millefolium;10
Lilla harnevi;1;NoLupin;Convolvulus arvensis;1
Lilla harnevi;1;NoLupin;Equisetum arvense;1
Lilla harnevi;1;NoLupin;Gallium mollugo;2
Lilla harnevi;1;NoLupin;Lupinus polyphyllus;1
Lilla harnevi;1;NoLupin;Potentilla reptans;16
Lilla harnevi;1;NoLupin;Ranunculus acris subsp. acris;1
Lilla harnevi;1;NoLupin;Rumex acetosella;2
Lilla harnevi;1;NoLupin;Tripleurospermum inodorum;5
Lilla harnevi;2;Lupin;Cirsium arvense;11
Lilla harnevi;2;Lupin;Gallium mollugo;4
Lilla harnevi;2;Lupin;Lupinus polyphyllus;16
Lilla harnevi;2;Lupin;Potentilla reptans;4
Lilla harnevi;2;Lupin;Succisa pratensis;2
Lilla harnevi;2;Lupin;Trifolium repens;1
Lilla harnevi;2;Lupin;Urtica dioica;4
Lilla harnevi;2;Lupin;Vicia cracca;1
Lilla harnevi;2;Lupin;Vicia tetrasperma;1
Lilla harnevi;2;NoLupin;Cirsium arvense;12
Lilla harnevi;2;NoLupin;Gallium mollugo;5
Lilla harnevi;2;NoLupin;Lupinus polyphyllus;1
Lilla harnevi;2;NoLupin;Potentilla reptans;7
Lilla harnevi;2;NoLupin;Ranunculus acris subsp. acris;1
Lilla harnevi;2;NoLupin;Vicia cracca;4
Lilla harnevi;2;NoLupin;Vicia tetrasperma;3
Littersbo 1;1;Lupin;Achillea millefolium;4
Littersbo 1;1;Lupin;Anthriscus sylvestris;3
Littersbo 1;1;Lupin;Betula pendula;1
Littersbo 1;1;Lupin;Campanula rotundifolia;6
Littersbo 1;1;Lupin;Cerastium fontanum;1
Littersbo 1;1;Lupin;Equisetum sylvaticum;1
Littersbo 1;1;Lupin;Gallium mollugo;11
Littersbo 1;1;Lupin;Hieracium sect. Vulgata;1
Littersbo 1;1;Lupin;Hieracium umbellatum;1
Littersbo 1;1;Lupin;Hypericum maculatum;1
Littersbo 1;1;Lupin;Leucanthemum vulgare;3
Littersbo 1;1;Lupin;Lupinus polyphyllus;16
Littersbo 1;1;Lupin;Noccaea caerulescens;9
Littersbo 1;1;Lupin;Pilosella cymosa;5
Littersbo 1;1;Lupin;Pinus sylvestris;1
Littersbo 1;1;Lupin;Stellaria graminea;1
Littersbo 1;1;Lupin;Vicia cracca;2
Littersbo 1;1;NoLupin;Achillea millefolium;11
Littersbo 1;1;NoLupin;Artemisia vulgaris;2
Littersbo 1;1;NoLupin;Betula pendula;6
Littersbo 1;1;NoLupin;Campanula rotundifolia;6
Littersbo 1;1;NoLupin;Cerastium fontanum;3
Littersbo 1;1;NoLupin;Cirsium arvense;1
Littersbo 1;1;NoLupin;Equisetum sylvaticum;5
Littersbo 1;1;NoLupin;Fragaria vesca;3
Littersbo 1;1;NoLupin;Gallium mollugo;11
Littersbo 1;1;NoLupin;Hieracium umbellatum;4
Littersbo 1;1;NoLupin;Lathyrus pratensis;1
Littersbo 1;1;NoLupin;Leucanthemum vulgare;11
Littersbo 1;1;NoLupin;Lotus corniculatus;5
Littersbo 1;1;NoLupin;Lupinus polyphyllus;2
Littersbo 1;1;NoLupin;Luzula multiflora;2
Littersbo 1;1;NoLupin;Myosotis arvensis;1
Littersbo 1;1;NoLupin;Noccaea caerulescens;4
Littersbo 1;1;NoLupin;Pilosella cymosa;9
Littersbo 1;1;NoLupin;Ranunculus acris subsp. acris;1
Littersbo 1;1;NoLupin;Scorzoneroides autumnalis;2
Littersbo 1;1;NoLupin;Stellaria graminea;2
Littersbo 1;1;NoLupin;Taraxacum;1
Littersbo 1;1;NoLupin;Tragopogon pratensis;1
Littersbo 1;1;NoLupin;Trifolium hybridum;2
Littersbo 1;1;NoLupin;Trifolium medium;8
Littersbo 1;1;NoLupin;Trifolium repens;2
Littersbo 1;1;NoLupin;Tussilago farfara;1
Littersbo 1;2;Lupin;Achillea millefolium;6
Littersbo 1;2;Lupin;Anthriscus sylvestris;1
Littersbo 1;2;Lupin;Betula pendula;5
Littersbo 1;2;Lupin;Campanula rotundifolia;3
Littersbo 1;2;Lupin;Cerastium fontanum;1
Littersbo 1;2;Lupin;Equisetum arvense;1
Littersbo 1;2;Lupin;Fragaria vesca;2
Littersbo 1;2;Lupin;Gallium mollugo;7
Littersbo 1;2;Lupin;Hieracium sect. Vulgata;2
Littersbo 1;2;Lupin;Leucanthemum vulgare;7
Littersbo 1;2;Lupin;Lotus corniculatus;2
Littersbo 1;2;Lupin;Lupinus polyphyllus;16
Littersbo 1;2;Lupin;Luzula multiflora;1
Littersbo 1;2;Lupin;Luzula pilosa;3
Littersbo 1;2;Lupin;Melampyrum pratense;1
Littersbo 1;2;Lupin;Noccaea caerulescens;1
Littersbo 1;2;Lupin;Picea abies;12
Littersbo 1;2;Lupin;Pilosella cymosa;6
Littersbo 1;2;Lupin;Rumex acetosella;1
Littersbo 1;2;Lupin;Taraxacum;1
Littersbo 1;2;Lupin;Trifolium hybridum;5
Littersbo 1;2;Lupin;Veronica officinalis;1
Littersbo 1;2;Lupin;Viola riviniana;2
Littersbo 1;2;NoLupin;Achillea millefolium;10
Littersbo 1;2;NoLupin;Achillea ptarmica;4
Littersbo 1;2;NoLupin;Anthriscus sylvestris;7
Littersbo 1;2;NoLupin;Betula pendula;5
Littersbo 1;2;NoLupin;Betula pubescens;4
Littersbo 1;2;NoLupin;Equisetum arvense;6
Littersbo 1;2;NoLupin;Gallium mollugo;1
Littersbo 1;2;NoLupin;Hieracium sect. Vulgata;1
Littersbo 1;2;NoLupin;Hieracium umbellatum;3
Littersbo 1;2;NoLupin;Hypericum maculatum;5
Littersbo 1;2;NoLupin;Lathyrus pratensis;15
Littersbo 1;2;NoLupin;Leucanthemum vulgare;12
Littersbo 1;2;NoLupin;Lotus corniculatus;1
Littersbo 1;2;NoLupin;Picea abies;10
Littersbo 1;2;NoLupin;Pilosella cymosa;7
Littersbo 1;2;NoLupin;Pimpinella saxifraga;2
Littersbo 1;2;NoLupin;Rubus idaeus;5
Littersbo 1;2;NoLupin;Rumex acetosa;1
Littersbo 1;2;NoLupin;Taraxacum;2
Littersbo 1;2;NoLupin;Tragopogon pratensis;1
Littersbo 1;2;NoLupin;Trifolium hybridum;2
Littersbo 1;2;NoLupin;Trifolium medium;7
Littersbo 1;2;NoLupin;Tussilago farfara;1
Littersbo 1;2;NoLupin;Vicia cracca;2
Littersbo 2;1;Lupin;Achillea millefolium;1
Littersbo 2;1;Lupin;Equisetum arvense;4
Littersbo 2;1;Lupin;Fragaria vesca;4
Littersbo 2;1;Lupin;Gallium mollugo;6
Littersbo 2;1;Lupin;Lathyrus pratensis;1
Littersbo 2;1;Lupin;Lupinus polyphyllus;16
Littersbo 2;1;Lupin;Myosotis arvensis;2
Littersbo 2;1;Lupin;Noccaea caerulescens;1
Littersbo 2;1;Lupin;Ranunculus repens;5
Littersbo 2;1;Lupin;Taraxacum;8
Littersbo 2;1;Lupin;Tragopogon pratensis;1
Littersbo 2;1;Lupin;Trifolium medium;1
Littersbo 2;1;NoLupin;Achillea millefolium;13
Littersbo 2;1;NoLupin;Achillea ptarmica;1
Littersbo 2;1;NoLupin;Anthriscus sylvestris;5
Littersbo 2;1;NoLupin;Equisetum arvense;12
Littersbo 2;1;NoLupin;Fragaria vesca;13
Littersbo 2;1;NoLupin;Gallium mollugo;15
Littersbo 2;1;NoLupin;Hieracium sect. Bifida;12
Littersbo 2;1;NoLupin;Lathyrus pratensis;6
Littersbo 2;1;NoLupin;Leucanthemum vulgare;5
Littersbo 2;1;NoLupin;Lupinus polyphyllus;1
Littersbo 2;1;NoLupin;Myosotis arvensis;2
Littersbo 2;1;NoLupin;Ranunculus acris subsp. acris;3
Littersbo 2;1;NoLupin;Trifolium medium;4
Littersbo 2;1;NoLupin;Tussilago farfara;2
Littersbo 2;2;Lupin;Achillea millefolium;9
Littersbo 2;2;Lupin;Anthriscus sylvestris;15
Littersbo 2;2;Lupin;Fragaria vesca;4
Littersbo 2;2;Lupin;Galium boreale;4
Littersbo 2;2;Lupin;Gallium mollugo;13
Littersbo 2;2;Lupin;Lupinus polyphyllus;16
Littersbo 2;2;Lupin;Myosotis arvensis;1
Littersbo 2;2;Lupin;Ranunculus acris subsp. acris;4
Littersbo 2;2;Lupin;Ranunculus repens;2
Littersbo 2;2;Lupin;Taraxacum;10
Littersbo 2;2;Lupin;Tragopogon pratensis;1
Littersbo 2;2;NoLupin;Achillea millefolium;15
Littersbo 2;2;NoLupin;Anthriscus sylvestris;9
Littersbo 2;2;NoLupin;Chamaenerion angustifolium;2
Littersbo 2;2;NoLupin;Equisetum arvense;4
Littersbo 2;2;NoLupin;Fragaria vesca;2
Littersbo 2;2;NoLupin;Galium boreale;3
Littersbo 2;2;NoLupin;Gallium mollugo;10
Littersbo 2;2;NoLupin;Hieracium sect. Bifida;2
Littersbo 2;2;NoLupin;Hieracium sect. Hieracium agg.;4
Littersbo 2;2;NoLupin;Hieracium sect. Tridentata;5
Littersbo 2;2;NoLupin;Leucanthemum vulgare;12
Littersbo 2;2;NoLupin;Myosotis arvensis;3
Littersbo 2;2;NoLupin;Picea abies;2
Littersbo 2;2;NoLupin;Pilosella officinarum;5
Littersbo 2;2;NoLupin;Ranunculus acris subsp. acris;4
Littersbo 2;2;NoLupin;Ranunculus repens;13
Littersbo 2;2;NoLupin;Scorzoneroides autumnalis;1
Littersbo 2;2;NoLupin;Stellaria graminea;2
Littersbo 2;2;NoLupin;Taraxacum;8
Littersbo 2;2;NoLupin;Tragopogon pratensis;2
Littersbo 2;2;NoLupin;Trifolium medium;12
Littersbo 2;2;NoLupin;Tussilago farfara;10
Littersbo 2;2;NoLupin;Vicia cracca;4
Lydinge;1;Lupin;Anthriscus sylvestris;3
Lydinge;1;Lupin;Cerastium fontanum;3
Lydinge;1;Lupin;Cirsium arvense;5
Lydinge;1;Lupin;Equisetum arvense;9
Lydinge;1;Lupin;Lamium album;1
Lydinge;1;Lupin;Leucanthemum vulgare;2
Lydinge;1;Lupin;Lupinus polyphyllus;16
Lydinge;1;Lupin;Potentilla reptans;2
Lydinge;1;Lupin;Ranunculus acris subsp. acris;5
Lydinge;1;Lupin;Scorzoneroides autumnalis;2
Lydinge;1;Lupin;Taraxacum;11
Lydinge;1;NoLupin;Achillea millefolium;1
Lydinge;1;NoLupin;Artemisia vulgaris;2
Lydinge;1;NoLupin;Cirsium arvense;13
Lydinge;1;NoLupin;Equisetum arvense;7
Lydinge;1;NoLupin;Gallium mollugo;1
Lydinge;1;NoLupin;Lathyrus pratensis;5
Lydinge;1;NoLupin;Leucanthemum vulgare;8
Lydinge;1;NoLupin;Lupinus polyphyllus;1
Lydinge;1;NoLupin;Medicago lupulina;5
Lydinge;1;NoLupin;Potentilla reptans;16
Lydinge;1;NoLupin;Ranunculus acris subsp. acris;8
Lydinge;1;NoLupin;Scorzoneroides autumnalis;1
Lydinge;1;NoLupin;Taraxacum;15
Lydinge;1;NoLupin;Trifolium hybridum;1
Lydinge;2;Lupin;Achillea millefolium;6
Lydinge;2;Lupin;Anthriscus sylvestris;5
Lydinge;2;Lupin;Cerastium fontanum;2
Lydinge;2;Lupin;Cirsium arvense;10
Lydinge;2;Lupin;Equisetum arvense;10
Lydinge;2;Lupin;Gallium mollugo;2
Lydinge;2;Lupin;Lathyrus pratensis;2
Lydinge;2;Lupin;Lupinus polyphyllus;16
Lydinge;2;Lupin;Potentilla reptans;1
Lydinge;2;Lupin;Ranunculus acris subsp. acris;4
Lydinge;2;Lupin;Taraxacum;5
Lydinge;2;Lupin;Tripleurospermum inodorum;1
Lydinge;2;NoLupin;Anthriscus sylvestris;6
Lydinge;2;NoLupin;Cirsium arvense;13
Lydinge;2;NoLupin;Convolvulus arvensis;1
Lydinge;2;NoLupin;Equisetum arvense;11
Lydinge;2;NoLupin;Lapsana communis;2
Lydinge;2;NoLupin;Lathyrus pratensis;2
Lydinge;2;NoLupin;Lupinus polyphyllus;6
Lydinge;2;NoLupin;Ranunculus acris subsp. acris;2
Lydinge;2;NoLupin;Scorzoneroides autumnalis;1
Lydinge;2;NoLupin;Taraxacum;4
Lydinge;2;NoLupin;Tripleurospermum inodorum;3
Lydinge;2;NoLupin;Viola arvensis;1
Manhem/Asphyttan;1;Lupin;Anthyllis vulneraria;1
Manhem/Asphyttan;1;Lupin;Calamagrostis arundinacea;2
Manhem/Asphyttan;1;Lupin;Campanula persicifolia;2
Manhem/Asphyttan;1;Lupin;Dactylis glomerata;3
Manhem/Asphyttan;1;Lupin;Festuca ovina;3
Manhem/Asphyttan;1;Lupin;Festuca rubra;7
Manhem/Asphyttan;1;Lupin;Lupinus polyphyllus;15
Manhem/Asphyttan;1;Lupin;Luzula pilosa;5
Manhem/Asphyttan;1;Lupin;Picea abies;1
Manhem/Asphyttan;1;Lupin;Pilosella officinarum;1
Manhem/Asphyttan;1;Lupin;Potentilla erecta;1
Manhem/Asphyttan;1;Lupin;Trifolium pratense;11
Manhem/Asphyttan;1;Lupin;Vicia cracca;6
Manhem/Asphyttan;1;Lupin;Viola riviniana;1
Manhem/Asphyttan;1;NoLupin;Calluna vulgaris;5
Manhem/Asphyttan;1;NoLupin;Festuca ovina;7
Manhem/Asphyttan;1;NoLupin;Festuca rubra;7
Manhem/Asphyttan;1;NoLupin;Fragaria vesca;16
Manhem/Asphyttan;1;NoLupin;Hieracium sect. Hieracium agg.;12
Manhem/Asphyttan;1;NoLupin;Melampyrum pratense;3
Manhem/Asphyttan;1;NoLupin;Melica nutans;3
Manhem/Asphyttan;1;NoLupin;Pilosella officinarum;4
Manhem/Asphyttan;1;NoLupin;Pimpinella saxifraga;5
Manhem/Asphyttan;1;NoLupin;Potentilla erecta;11
Manhem/Asphyttan;1;NoLupin;Trifolium pratense;11
Manhem/Asphyttan;1;NoLupin;Vaccinium vitis-idaea;2
Manhem/Asphyttan;1;NoLupin;Vicia cracca;5
Manhem/Asphyttan;1;NoLupin;Viola riviniana;9
Manhem/Asphyttan;2;Lupin;Achillea millefolium;3
Manhem/Asphyttan;2;Lupin;Anthoxanthum odoratum agg.;4
Manhem/Asphyttan;2;Lupin;Avenella flexuosa;16
Manhem/Asphyttan;2;Lupin;Campanula persicifolia;1
Manhem/Asphyttan;2;Lupin;Festuca rubra;5
Manhem/Asphyttan;2;Lupin;Fragaria vesca;16
Manhem/Asphyttan;2;Lupin;Lathyrus linifolius;1
Manhem/Asphyttan;2;Lupin;Lathyrus pratensis;8
Manhem/Asphyttan;2;Lupin;Leucanthemum vulgare;1
Manhem/Asphyttan;2;Lupin;Lupinus polyphyllus;16
Manhem/Asphyttan;2;Lupin;Luzula pilosa;1
Manhem/Asphyttan;2;Lupin;Picea abies;3
Manhem/Asphyttan;2;Lupin;Potentilla erecta;10
Manhem/Asphyttan;2;Lupin;Ranunculus acris subsp. acris;2
Manhem/Asphyttan;2;Lupin;Vaccinium vitis-idaea;16
Manhem/Asphyttan;2;Lupin;Vicia cracca;3
Manhem/Asphyttan;2;NoLupin;Achillea millefolium;7
Manhem/Asphyttan;2;NoLupin;Anemone nemorosa;1
Manhem/Asphyttan;2;NoLupin;Avenella flexuosa;10
Manhem/Asphyttan;2;NoLupin;Campanula persicifolia;2
Manhem/Asphyttan;2;NoLupin;Festuca ovina;7
Manhem/Asphyttan;2;NoLupin;Festuca rubra;6
Manhem/Asphyttan;2;NoLupin;Fragaria vesca;11
Manhem/Asphyttan;2;NoLupin;Gallium mollugo;2
Manhem/Asphyttan;2;NoLupin;Hieracium sect. Hieracium agg.;14
Manhem/Asphyttan;2;NoLupin;Lathyrus linifolius;1
Manhem/Asphyttan;2;NoLupin;Leucanthemum vulgare;1
Manhem/Asphyttan;2;NoLupin;Pilosella officinarum;2
Manhem/Asphyttan;2;NoLupin;Pimpinella saxifraga;1
Manhem/Asphyttan;2;NoLupin;Potentilla erecta;4
Manhem/Asphyttan;2;NoLupin;Vaccinium myrtillus;2
Manhem/Asphyttan;2;NoLupin;Vaccinium vitis-idaea;16
Manhem/Asphyttan;2;NoLupin;Vicia cracca;1
Manhem/Asphyttan;2;NoLupin;Viola riviniana;2
Missionskyrkan;1;Lupin;Achillea millefolium;7
Missionskyrkan;1;Lupin;Equisetum arvense;7
Missionskyrkan;1;Lupin;Gallium mollugo;5
Missionskyrkan;1;Lupin;Lupinus polyphyllus;16
Missionskyrkan;1;Lupin;Pilosella cymosa;2
Missionskyrkan;1;Lupin;Populus tremula;1
Missionskyrkan;1;Lupin;Potentilla reptans;11
Missionskyrkan;1;Lupin;Scorzoneroides autumnalis;2
Missionskyrkan;1;Lupin;Taraxacum;6
Missionskyrkan;1;Lupin;Tragopogon pratensis;1
Missionskyrkan;1;Lupin;Trifolium medium;5
Missionskyrkan;1;NoLupin;Achillea millefolium;7
Missionskyrkan;1;NoLupin;Anthriscus sylvestris;5
Missionskyrkan;1;NoLupin;Equisetum arvense;9
Missionskyrkan;1;NoLupin;Gallium mollugo;8
Missionskyrkan;1;NoLupin;Leucanthemum vulgare;10
Missionskyrkan;1;NoLupin;Lupinus polyphyllus;1
Missionskyrkan;1;NoLupin;Pilosella cymosa;7
Missionskyrkan;1;NoLupin;Potentilla reptans;16
Missionskyrkan;1;NoLupin;Ranunculus repens;7
Missionskyrkan;1;NoLupin;Scorzoneroides autumnalis;7
Missionskyrkan;1;NoLupin;Taraxacum;8
Missionskyrkan;1;NoLupin;Tragopogon pratensis;2
Missionskyrkan;1;NoLupin;Trifolium medium;10
Missionskyrkan;1;NoLupin;Vicia sepium;3
Missionskyrkan;2;Lupin;Achillea millefolium;16
Missionskyrkan;2;Lupin;Anthriscus sylvestris;5
Missionskyrkan;2;Lupin;Cerastium fontanum;1
Missionskyrkan;2;Lupin;Equisetum arvense;6
Missionskyrkan;2;Lupin;Fragaria vesca;7
Missionskyrkan;2;Lupin;Galium boreale;2
Missionskyrkan;2;Lupin;Gallium mollugo;13
Missionskyrkan;2;Lupin;Hypericum maculatum;1
Missionskyrkan;2;Lupin;Lupinus polyphyllus;16
Missionskyrkan;2;Lupin;Pilosella cymosa;1
Missionskyrkan;2;Lupin;Potentilla reptans;8
Missionskyrkan;2;Lupin;Ranunculus repens;1
Missionskyrkan;2;Lupin;Rubus idaeus;1
Missionskyrkan;2;Lupin;Taraxacum;8
Missionskyrkan;2;Lupin;Trifolium hybridum;1
Missionskyrkan;2;Lupin;Trifolium medium;4
Missionskyrkan;2;Lupin;Vicia sepium;1
Missionskyrkan;2;NoLupin;Achillea millefolium;16
Missionskyrkan;2;NoLupin;Alchemilla vulgaris;2
Missionskyrkan;2;NoLupin;Anthriscus sylvestris;8
Missionskyrkan;2;NoLupin;Equisetum arvense;12
Missionskyrkan;2;NoLupin;Fragaria vesca;12
Missionskyrkan;2;NoLupin;Gallium mollugo;14
Missionskyrkan;2;NoLupin;Hypericum maculatum;2
Missionskyrkan;2;NoLupin;Leucanthemum vulgare;6
Missionskyrkan;2;NoLupin;Lupinus polyphyllus;5
Missionskyrkan;2;NoLupin;Medicago lupulina;10
Missionskyrkan;2;NoLupin;Pilosella cymosa;5
Missionskyrkan;2;NoLupin;Potentilla reptans;14
Missionskyrkan;2;NoLupin;Scorzoneroides autumnalis;1
Missionskyrkan;2;NoLupin;Taraxacum;3
Missionskyrkan;2;NoLupin;Tragopogon pratensis;4
Missionskyrkan;2;NoLupin;Trifolium hybridum;5
Missionskyrkan;2;NoLupin;Trifolium repens;1
Missionskyrkan;2;NoLupin;Tussilago farfara;1
Missionskyrkan;2;NoLupin;Vicia sepium;10
Missionskyrkan;2;NoLupin;Viola canina;1
Motocrossbanan ;1;Lupin;Achillea millefolium;15
Motocrossbanan ;1;Lupin;Anthriscus sylvestris;7
Motocrossbanan ;1;Lupin;Betula pendula;1
Motocrossbanan ;1;Lupin;Campanula rotundifolia;2
Motocrossbanan ;1;Lupin;Equisetum arvense;7
Motocrossbanan ;1;Lupin;Fragaria vesca;10
Motocrossbanan ;1;Lupin;Gallium mollugo;2
Motocrossbanan ;1;Lupin;Geum rivale;1
Motocrossbanan ;1;Lupin;Hieracium sect. Hieracium agg.;3
Motocrossbanan ;1;Lupin;Hieracium sect. Tridentata;6
Motocrossbanan ;1;Lupin;Lupinus polyphyllus;16
Motocrossbanan ;1;Lupin;Noccaea caerulescens;7
Motocrossbanan ;1;Lupin;Picea abies;1
Motocrossbanan ;1;Lupin;Pilosella cymosa;2
Motocrossbanan ;1;Lupin;Pilosella lactucella;1
Motocrossbanan ;1;Lupin;Populus tremula;1
Motocrossbanan ;1;Lupin;Ranunculus acris subsp. acris;5
Motocrossbanan ;1;Lupin;Ranunculus repens;1
Motocrossbanan ;1;Lupin;Solidago virgaurea;3
Motocrossbanan ;1;Lupin;Taraxacum;2
Motocrossbanan ;1;Lupin;Tragopogon pratensis;1
Motocrossbanan ;1;Lupin;Tussilago farfara;4
Motocrossbanan ;1;NoLupin;Achillea millefolium;12
Motocrossbanan ;1;NoLupin;Anemone nemorosa;1
Motocrossbanan ;1;NoLupin;Anthriscus sylvestris;1
Motocrossbanan ;1;NoLupin;Betula pendula;6
Motocrossbanan ;1;NoLupin;Equisetum arvense;5
Motocrossbanan ;1;NoLupin;Fragaria vesca;15
Motocrossbanan ;1;NoLupin;Gallium mollugo;1
Motocrossbanan ;1;NoLupin;Geranium sylvaticum;1
Motocrossbanan ;1;NoLupin;Hieracium sect. Bifida;2
Motocrossbanan ;1;NoLupin;Hieracium sect. Tridentata;1
Motocrossbanan ;1;NoLupin;Leucanthemum vulgare;4
Motocrossbanan ;1;NoLupin;Lupinus polyphyllus;5
Motocrossbanan ;1;NoLupin;Luzula multiflora;2
Motocrossbanan ;1;NoLupin;Lychnis flos-cuculi;4
Motocrossbanan ;1;NoLupin;Noccaea caerulescens;6
Motocrossbanan ;1;NoLupin;Picea abies;1
Motocrossbanan ;1;NoLupin;Pilosella cymosa;9
Motocrossbanan ;1;NoLupin;Ranunculus acris subsp. acris;8
Motocrossbanan ;1;NoLupin;Rubus saxatilis;13
Motocrossbanan ;1;NoLupin;Salix aurita;11
Motocrossbanan ;1;NoLupin;Viola riviniana;3
Motocrossbanan ;2;Lupin;Achillea millefolium;13
Motocrossbanan ;2;Lupin;Achillea ptarmica;1
Motocrossbanan ;2;Lupin;Anthriscus sylvestris;9
Motocrossbanan ;2;Lupin;Cerastium fontanum;4
Motocrossbanan ;2;Lupin;Equisetum arvense;5
Motocrossbanan ;2;Lupin;Hieracium sect. Tridentata;8
Motocrossbanan ;2;Lupin;Leucanthemum vulgare;2
Motocrossbanan ;2;Lupin;Lupinus polyphyllus;16
Motocrossbanan ;2;Lupin;Noccaea caerulescens;1
Motocrossbanan ;2;Lupin;Picea abies;1
Motocrossbanan ;2;Lupin;Pilosella cymosa;2
Motocrossbanan ;2;Lupin;Ranunculus acris subsp. acris;3
Motocrossbanan ;2;Lupin;Rumex acetosella;1
Motocrossbanan ;2;Lupin;Taraxacum;3
Motocrossbanan ;2;Lupin;Tragopogon pratensis;3
Motocrossbanan ;2;Lupin;Tussilago farfara;1
Motocrossbanan ;2;NoLupin;Achillea millefolium;14
Motocrossbanan ;2;NoLupin;Achillea ptarmica;1
Motocrossbanan ;2;NoLupin;Anthriscus sylvestris;4
Motocrossbanan ;2;NoLupin;Betula pendula;2
Motocrossbanan ;2;NoLupin;Cerastium fontanum;1
Motocrossbanan ;2;NoLupin;Equisetum arvense;12
Motocrossbanan ;2;NoLupin;Filipendula ulmaria;1
Motocrossbanan ;2;NoLupin;Gallium mollugo;1
Motocrossbanan ;2;NoLupin;Hieracium sect. Bifida;2
Motocrossbanan ;2;NoLupin;Hieracium sect. Hieracium agg.;1
Motocrossbanan ;2;NoLupin;Hieracium sect. Tridentata;3
Motocrossbanan ;2;NoLupin;Hieracium umbellatum;1
Motocrossbanan ;2;NoLupin;Lathyrus pratensis;14
Motocrossbanan ;2;NoLupin;Leucanthemum vulgare;6
Motocrossbanan ;2;NoLupin;Lychnis flos-cuculi;1
Motocrossbanan ;2;NoLupin;Noccaea caerulescens;4
Motocrossbanan ;2;NoLupin;Picea abies;1
Motocrossbanan ;2;NoLupin;Pilosella cymosa;3
Motocrossbanan ;2;NoLupin;Pilosella officinarum;1
Motocrossbanan ;2;NoLupin;Ranunculus acris subsp. acris;2
Motocrossbanan ;2;NoLupin;Salix caprea;1
Motocrossbanan ;2;NoLupin;Scorzoneroides autumnalis;1
Motocrossbanan ;2;NoLupin;Solidago virgaurea;3
Motocrossbanan ;2;NoLupin;Taraxacum;4
Motocrossbanan ;2;NoLupin;Tussilago farfara;7
Motocrossbanan ;2;NoLupin;Viola canina;1
Nordsjö;1;Lupin;Achillea millefolium;1
Nordsjö;1;Lupin;Avenella flexuosa;4
Nordsjö;1;Lupin;Calluna vulgaris;4
Nordsjö;1;Lupin;Festuca rubra;9
Nordsjö;1;Lupin;Gallium mollugo;7
Nordsjö;1;Lupin;Juncus effusus;2
Nordsjö;1;Lupin;Lupinus polyphyllus;16
Nordsjö;1;Lupin;Poa chaixii;5
Nordsjö;1;Lupin;Poa pratensis;7
Nordsjö;1;NoLupin;Achillea millefolium;11
Nordsjö;1;NoLupin;Angelica sylvestris;1
Nordsjö;1;NoLupin;Anthoxanthum odoratum agg.;3
