County;Site;parnr;Lupin;Species;Veghgt.avg;Litt.avg;Light;Moisture;pH;Nitrogen;Family;Sp.length;Management.dependent;Occurrences;N;E;lat;lng;latdms;lngdms
Uppsala;Ransta;1;Yes;Lupinus polyphyllus;51,25;2;5;3;2;2;Fabaceae;85;-1;16;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Taraxacum;51,25;2;NA;NA;NA;NA;Asteraceae;NA;1;4;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Vicia sepium;51,25;2;3;4;6;4;Fabaceae;45;1;1;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Ransta;1;Yes;Viola riviniana;51,25;2;3;5;5;4;Violaceae;15;0;2;6649490,25;590583,092;59,97277778;16,62277778;N 59° 582 22.003 ;E 16° 372 22.003 
Uppsala;Rödmossa;1;No;Achillea millefolium;6,875;2,2;6;2;5;5;Asteraceae;45;1;1;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Anthyllis vulneraria;6,875;2,2;7;3;7;3;Fabaceae;32,5;0;4;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Cerastium fontanum;6,875;2,2;5;6;6;5;Caryophyllaceae;20;1;2;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Cirsium arvense;6,875;2,2;6;5;5;7;Asteraceae;95;-1;9;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Equisetum arvense;6,875;2,2;5;4;6;5;Equisetaceae;30;0;12;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Equisetum sylvaticum;6,875;2,2;4;5;2;3;Equisetaceae;40;-1;6;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Galium boreale;6,875;2,2;5;5;7;4;Rubiaceae;45;1;1;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Gallium mollugo;6,875;2,2;5;3;5;5;Rubiaceae;65;0;11;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Lathyrus pratensis;6,875;2,2;6;5;5;5;Fabaceae;60;1;3;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Leucanthemum vulgare;6,875;2,2;6;3;6;4;Asteraceae;45;1;3;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Luzula multiflora;6,875;2,2;5;3;4;4;Juncaceae;30;2;1;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Plantago major;6,875;2,2;5;4;5;5;Plantaginaceae;30;1;2;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Ranunculus acris subsp. acris;6,875;2,2;5;5;4;7;Ranunculaceae;45;1;6;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Rumex acetosa;6,875;2,2;6;5;5;6;Polygonaceae;60;1;2;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Stellaria graminea;6,875;2,2;5;4;5;4;Caryophyllaceae;20;1;1;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Taraxacum;6,875;2,2;NA;NA;NA;NA;Asteraceae;NA;1;10;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Trifolium hybridum;6,875;2,2;6;4;6;4;Fabaceae;35;1;16;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Tripleurospermum inodorum;6,875;2,2;6;5;7;8;Asteraceae;50;0;2;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;No;Vicia cracca;6,875;2,2;5;5;6;3;Fabaceae;60;1;1;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Achillea millefolium;63,75;3,6;6;2;5;5;Asteraceae;45;1;9;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Cirsium arvense;63,75;3,6;6;5;5;7;Asteraceae;95;-1;9;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Equisetum;63,75;3,6;NA;NA;NA;NA;Equisetaceae;NA;0;1;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Equisetum sylvaticum;63,75;3,6;4;5;2;3;Equisetaceae;40;-1;10;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Gallium mollugo;63,75;3,6;5;3;5;5;Rubiaceae;65;0;13;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Lathyrus pratensis;63,75;3,6;6;5;5;5;Fabaceae;60;1;1;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Leucanthemum vulgare;63,75;3,6;6;3;6;4;Asteraceae;45;1;2;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Lupinus polyphyllus;63,75;3,6;5;3;2;2;Fabaceae;85;-1;16;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Plantago major;63,75;3,6;5;4;5;5;Plantaginaceae;30;1;4;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Ranunculus acris subsp. acris;63,75;3,6;5;5;4;7;Ranunculaceae;45;1;4;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Sonchus oleraceus;63,75;3,6;6;4;7;8;Asteraceae;65;0;1;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Taraxacum;63,75;3,6;NA;NA;NA;NA;Asteraceae;NA;1;15;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Trifolium hybridum;63,75;3,6;6;4;6;4;Fabaceae;35;1;9;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Trifolium medium;63,75;3,6;5;3;5;3;Fabaceae;27,5;1;15;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Rödmossa;1;Yes;Tripleurospermum inodorum;63,75;3,6;6;5;7;8;Asteraceae;50;0;9;6661520,071;602055,72;60,07805556;16,83416667;N 60° 42 41.003 ;E 16° 502 3.003 
Uppsala;Solbo;2;No;Achillea millefolium;11,875;1;6;2;5;5;Asteraceae;45;1;16;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Anthriscus sylvestris;11,875;1;5;5;6;7;Apiaceae;100;-1;5;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Equisetum arvense;11,875;1;5;4;6;5;Equisetaceae;30;0;7;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Equisetum sylvaticum;11,875;1;4;5;2;3;Equisetaceae;40;-1;6;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Fragaria vesca;11,875;1;4;4;5;4;Rosaceae;12,5;0;4;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Gallium mollugo;11,875;1;5;3;5;5;Rubiaceae;65;0;7;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Hieracium sect. Bifida;11,875;1;5;3;6;3;Asteraceae;NA;0;1;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Hieracium umbellatum;11,875;1;6;3;4;4;Asteraceae;52,5;0;9;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Hypericum maculatum;11,875;1;5;3;3;5;Hypericaceae;55;1;1;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Leucanthemum vulgare;11,875;1;6;3;6;4;Asteraceae;45;1;6;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Lotus corniculatus;11,875;1;6;3;5;3;Fabaceae;40;2;8;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Pilosella cymosa;11,875;1;7;2;6;5;Asteraceae;60;0;15;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Pilosella officinarum;11,875;1;7;1;3;3;Asteraceae;12,5;2;2;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Prunella vulgaris;11,875;1;5;6;6;5;Lamiaceae;15;2;2;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Ranunculus repens;11,875;1;4;7;5;7;Ranunculaceae;30;0;5;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Scorzoneroides autumnalis;11,875;1;6;5;6;5;Asteraceae;25;1;2;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Taraxacum;11,875;1;NA;NA;NA;NA;Asteraceae;NA;1;4;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Tragopogon pratensis;11,875;1;7;2;7;6;Asteraceae;55;1;1;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Trifolium hybridum;11,875;1;6;4;6;4;Fabaceae;35;1;5;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;No;Trifolium medium;11,875;1;5;3;5;3;Fabaceae;27,5;1;9;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Achillea millefolium;61,25;0,8;6;2;5;5;Asteraceae;45;1;4;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Anthriscus sylvestris;61,25;0,8;5;5;6;7;Apiaceae;100;-1;5;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Campanula rotundifolia;61,25;0,8;6;3;5;4;Campanulaceae;30;2;1;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Equisetum arvense;61,25;0,8;5;4;6;5;Equisetaceae;30;0;4;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Equisetum sylvaticum;61,25;0,8;4;5;2;3;Equisetaceae;40;-1;3;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Gallium mollugo;61,25;0,8;5;3;5;5;Rubiaceae;65;0;7;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Geum urbanum;61,25;0,8;3;4;6;7;Rosaceae;50;0;10;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Hieracium sect. Bifida;61,25;0,8;5;3;6;3;Asteraceae;NA;0;1;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Lupinus polyphyllus;61,25;0,8;5;3;2;2;Fabaceae;85;-1;16;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Ranunculus repens;61,25;0,8;4;7;5;7;Ranunculaceae;30;0;1;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Rubus fruticosus;61,25;0,8;NA;NA;NA;NA;Rosaceae;NA;-1;NA;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Rubus idaeus;61,25;0,8;5;5;3;6;Rosaceae;125;-1;1;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Solbo;2;Yes;Tussilago farfara;61,25;0,8;5;6;6;5;Asteraceae;12,5;0;3;6637867,687;599567,525;59,86638889;16,77805556;N 59° 512 59.003 ;E 16° 462 41.003 
Uppsala;Österunda2;1;No;Anemone nemorosa;11,25;1;4;5;4;6;Ranunculaceae;19;-1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Bunias orientalis;11,25;1;5;3;7;7;Brassicaceae;85;-1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Carex flava;11,25;1;5;8;7;5;Cyperaceae;35;0;2;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Cerastium fontanum;11,25;1;5;6;6;5;Caryophyllaceae;20;1;8;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Cirsium arvense;11,25;1;6;5;5;7;Asteraceae;95;-1;4;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Equisetum arvense;11,25;1;5;4;6;5;Equisetaceae;30;0;8;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Equisetum sylvaticum;11,25;1;4;5;2;3;Equisetaceae;40;-1;13;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Lapsana communis;11,25;1;5;5;5;7;Asteraceae;70;1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Lathyrus pratensis;11,25;1;6;5;5;5;Fabaceae;60;1;3;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Leucanthemum vulgare;11,25;1;6;3;6;4;Asteraceae;45;1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Lupinus polyphyllus;11,25;1;5;3;2;2;Fabaceae;85;-1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Lychnis flos-cuculi;11,25;1;5;7;5;6;Caryophyllaceae;45;1;3;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Myosotis scorpioides;11,25;1;5;9;5;7;Boraginaceae;30;1;3;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Ranunculus acris subsp. acris;11,25;1;5;5;4;7;Ranunculaceae;45;1;11;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Sagina procumbens;11,25;1;5;4;6;6;Caryophyllaceae;3,5;2;2;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Scleranthus perennis;11,25;1;6;1;3;2;Caryophyllaceae;10;1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Succisa pratensis;11,25;1;5;6;5;2;Caprifoliaceae;42,5;1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Taraxacum;11,25;1;NA;NA;NA;NA;Asteraceae;NA;1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Trifolium hybridum;11,25;1;6;4;6;4;Fabaceae;35;1;9;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Trifolium medium;11,25;1;5;3;5;3;Fabaceae;27,5;1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Trifolium repens;11,25;1;6;5;6;4;Fabaceae;20;1;3;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Tripleurospermum inodorum;11,25;1;6;5;7;8;Asteraceae;50;0;8;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Veronica arvensis;11,25;1;6;4;6;3;Plantaginaceae;15;1;7;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Veronica beccabunga;11,25;1;5;10;6;6;Plantaginaceae;40;0;3;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;No;Vicia cracca;11,25;1;5;5;6;3;Fabaceae;60;1;4;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Achillea millefolium;46,25;0,2;6;2;5;5;Asteraceae;45;1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Campanula persicifolia;46,25;0,2;5;3;6;5;Campanulaceae;65;1;3;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Carex flacca;46,25;0,2;5;6;8;2;Cyperaceae;32,5;1;2;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Carex flava;46,25;0,2;5;8;7;5;Cyperaceae;35;0;2;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Carex leporina;46,25;0,2;4;5;3;4;Cyperaceae;25;0;4;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Cerastium fontanum;46,25;0,2;5;6;6;5;Caryophyllaceae;20;1;6;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Cirsium arvense;46,25;0,2;6;5;5;7;Asteraceae;95;-1;5;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Equisetum arvense;46,25;0,2;5;4;6;5;Equisetaceae;30;0;7;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Equisetum sylvaticum;46,25;0,2;4;5;2;3;Equisetaceae;40;-1;14;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Filipendula ulmaria;46,25;0,2;5;8;5;8;Rosaceae;100;0;3;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Gallium mollugo;46,25;0,2;5;3;5;5;Rubiaceae;65;0;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Lapsana communis;46,25;0,2;5;5;5;7;Asteraceae;70;1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Lathyrus pratensis;46,25;0,2;6;5;5;5;Fabaceae;60;1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Lupinus polyphyllus;46,25;0,2;5;3;2;2;Fabaceae;85;-1;16;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Myosotis scorpioides;46,25;0,2;5;9;5;7;Boraginaceae;30;1;1;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Ranunculus acris subsp. acris;46,25;0,2;5;5;4;7;Ranunculaceae;45;1;4;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Sagina procumbens;46,25;0,2;5;4;6;6;Caryophyllaceae;3,5;2;2;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Taraxacum;46,25;0,2;NA;NA;NA;NA;Asteraceae;NA;1;3;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Trifolium hybridum;46,25;0,2;6;4;6;4;Fabaceae;35;1;4;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Trifolium medium;46,25;0,2;5;3;5;3;Fabaceae;27,5;1;2;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Trifolium repens;46,25;0,2;6;5;6;4;Fabaceae;20;1;4;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Tripleurospermum inodorum;46,25;0,2;6;5;7;8;Asteraceae;50;0;7;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Veronica arvensis;46,25;0,2;6;4;6;3;Plantaginaceae;15;1;5;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Veronica beccabunga;46,25;0,2;5;10;6;6;Plantaginaceae;40;0;3;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Uppsala;Österunda2;1;Yes;Vicia cracca;46,25;0,2;5;5;6;3;Fabaceae;60;1;6;6633357,23;617829,747;59,82111111;17,10138889;N 59° 492 16.003 ;E 17° 62 5.003 
Värmland;Bergsviken/Älvsbacka;1;No;Aegopodium podagraria;25,625;2,7375;3;5;6;5;Apiaceae;65;-1;3;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
Värmland;Bergsviken/Älvsbacka;1;No;Alchemilla vulgaris;25,625;2,7375;NA;NA;NA;NA;Rosaceae;25;1;3;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
Värmland;Bergsviken/Älvsbacka;1;No;Anthriscus sylvestris;25,625;2,7375;5;5;6;7;Apiaceae;100;-1;12;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
Värmland;Bergsviken/Älvsbacka;1;No;Cerastium fontanum;25,625;2,7375;5;6;6;5;Caryophyllaceae;20;1;3;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
Värmland;Bergsviken/Älvsbacka;1;No;Fragaria vesca;25,625;2,7375;4;4;5;4;Rosaceae;12,5;0;3;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
Värmland;Bergsviken/Älvsbacka;1;No;Geranium sylvaticum;25,625;2,7375;4;5;5;5;Geraniaceae;47,5;0;2;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
Värmland;Bergsviken/Älvsbacka;1;No;Geum rivale;25,625;2,7375;4;6;6;6;Rosaceae;35;1;2;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
Värmland;Bergsviken/Älvsbacka;1;No;Moehringia trinervia;25,625;2,7375;3;4;5;6;Caryophyllaceae;25;0;2;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
Värmland;Bergsviken/Älvsbacka;1;No;Ranunculus acris subsp. acris;25,625;2,7375;5;5;4;7;Ranunculaceae;45;1;8;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
Värmland;Bergsviken/Älvsbacka;1;No;Trifolium pratense;25,625;2,7375;5;5;6;4;Fabaceae;37,5;1;4;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
Värmland;Bergsviken/Älvsbacka;1;No;Vicia sepium;25,625;2,7375;3;4;6;4;Fabaceae;45;1;2;6621444,286;424643,157;59,72408;13,66006;N 59° 432 26.693 ;E 13° 392 36.223 
